Platform,2D filter,XVDPU
vck190_mipiRxSingle_hdmiTx,`vck190_pcie_trd_filter2d_prebuilt <https://www.xilinx.com/member/forms/download/trd-license-versal.html?filename=vck190_pcie_trd_filter2d_2022_2_prebuilt.zip#>`_,`vck190_pcie_trd_xvdpu_prebuilt <https://www.xilinx.com/member/forms/download/trd-license-versal.html?filename=vck190_pcie_trd_xvdpu_2022_2_prebuilt.zip#>`_
